,ISIN,Name,Symbol,Type,TER,Dividendi,Trading Currency
3483,IE000L2TO2T2,iShares € Corp Bond ESG UCITS ETF EUR (Acc),SUA0:XETRA,ETF,"0,15%",Accumulating,EUR
3484,IE00B6YX5H87,SPDR Bloomberg SASB 0-3 Year Euro Corporate ESG UCITS ETF,SPPS:XETRA,ETF,"0,12%",Accumulating,EUR
3485,IE0005YK6564,Sprott Uranium Miners UCITS ETF,U3O8:XETRA,ETF,"0,85%",Accumulating,EUR
3486,IE000UL6CLP7,Global X Silver Miners UCITS ETF,SLVR:XETRA,ETF,"0,65%",Accumulating,EUR
3487,IE0000FCGYF9,Invesco S&P China A MidCap 500 Swap UCITS ETF,C5ME:XETRA,ETF,"0,35%",Accumulating,EUR
3488,IE000K9Z3SF5,Invesco S&P China A 300 Swap UCITS ETF,C3AE:XETRA,ETF,"0,35%",Accumulating,EUR
3489,IE000MINO564,L&G ESG Emerging Markets Government Bond (USD) 0-5 Year UCITS ETF EUR Acc Hedged,ENDH:XETRA,ETF,"0,28%",Accumulating,EUR
3490,IE000B8M14I0,JPM BetaBuilders China Aggregate Bond UCITS ETF - EUR Hedged (acc),JCHE:XETRA,ETF,"0,28%",Accumulating,EUR
3491,IE000JHYO4T6,UBS ETF (IE) MSCI Japan Climate Paris Aligned UCITS ETF (hedged to EUR) A-acc,AW1Q:XETRA,ETF,"0,21%",Accumulating,EUR
3492,IE000TVPSRI1,Grayscale Future of Finance UCITS ETF,GF0F:XETRA,ETF,"0,70%",Accumulating,EUR
3493,IE000FI414K7,iShares UK Property UCITS ETF EUR Hedged (Acc),UKPH:XETRA,ETF,"0,42%",Accumulating,EUR
3494,IE000YK1TO74,JPM Global High Yield Corporate Bond Multi-Factor UCITS ETF - EUR Hedged (dist),JYEH:XETRA,ETF,"0,35%",Distributing,EUR
3495,IE0000BH4WF5,iShares € Corp Bond ex-Financials UCITS ETF EUR (Acc),IEXA:XETRA,ETF,"0,20%",Accumulating,EUR
3496,IE000AK4O3W6,iShares € Corp Bond 0-3yr ESG UCITS ETF EUR (Acc),IE3E:XETRA,ETF,"0,15%",Accumulating,EUR
3497,IE000SE6KPV2,iShares € Corp Bond ESG Paris-Aligned Climate UCITS ETF EUR (Acc),IPAB:XETRA,ETF,"0,15%",Accumulating,EUR
3498,IE000ZX8CQG2,iShares € Corp Bond ESG Paris-Aligned Climate UCITS ETF EUR (Dist),CBUJ:XETRA,ETF,"0,15%",Distributing,EUR
3499,LU2009147757,Xtrackers S&P 500 Swap UCITS ETF,XSXD:XETRA,ETF,"0,07%",Distributing,EUR
3500,IE000VXC51U5,Xtrackers MSCI AC World ESG Screened UCITS ETF - EUR hedged,XMAE:XETRA,ETF,"0,37%",Accumulating,EUR
3501,IE000Z9SJA06,Xtrackers S&P 500 UCITS ETF,XDPU:XETRA,ETF,"0,06%",Accumulating,EUR
3502,IE000EBPC0Z7,Franklin MSCI China Paris Aligned Climate UCITS ETF,FVCH:XETRA,ETF,"0,22%",Accumulating,EUR
3503,IE000PJL7R74,Invesco MSCI Emerging Markets ESG Climate Paris Aligned UCITS ETF,PAUM:XETRA,ETF,"0,19%",Accumulating,EUR
3504,IE000LAP5Z18,Amundi S&P 500 Equal Weight ESG Leaders UCITS ETF DR – USD (A),WELE:XETRA,ETF,"0,18%",Accumulating,EUR
3505,IE000LAP5Z18,Amundi S&P 500 Equal Weight ESG Leaders UCITS ETF DR - USD (A),WELF (USD):XETRA,ETF,"0,18%",Accumulating,USD
3506,LU2469335538,Amundi Index J.P. Morgan GBI Global Govies UCITS ETF DR - Hedged USD (C),AHYA:XETRA,ETF,"0,22%",Accumulating,USD
3507,LU2469335611,Amundi Global AGG SRI UCITS ETF DR - Hedged USD (C),AHYB:XETRA,ETF,"0,16%",Accumulating,USD
3508,LU2469335884,Amundi Index Euro Corporate SRI UCITS ETF DR - Hedged USD (C),AHYC:XETRA,ETF,"0,18%",Accumulating,USD
3509,LU2469465822,Xtrackers MSCI China A ESG Screened Swap UCITS ETF,XCNA:XETRA,ETF,"0,29%",Accumulating,EUR
3510,IE000YZIVX22,Franklin Catholic Principles Emerging Markets Sovereign Debt UCITS ETF,FLCV:XETRA,ETF,"0,35%",Accumulating,EUR
3511,LU2462217071,Xtrackers II ESG Global Government Bond UCITS ETF,XGVC:XETRA,ETF,"0,20%",Accumulating,EUR
3512,IE0004KLW911,Xtrackers ESG USD Emerging Markets Bond Quality Weighted UCITS ETF,XQUD:XETRA,ETF,"0,45%",Accumulating,EUR
3513,IE000UX5WPU4,Xtrackers iBoxx EUR Corporate Bond Yield Plus UCITS ETF,XYPL:XETRA,ETF,"0,25%",Accumulating,EUR
3514,IE0005B8WVT6,VanEck Sustainable Future of Food UCITS ETF,VE6I:XETRA,ETF,"0,45%",Accumulating,EUR
3515,IE000YU9K6K2,VanEck Space Innovators UCITS ETF,JEDI:XETRA,ETF,"0,55%",Accumulating,EUR
3516,IE000CNSFAR2,Amundi MSCI World UCITS ETF DR - USD (D),MWOE:XETRA,ETF,"0,18%",Distributing,EUR
3517,IE000CNSFAR2,Amundi MSCI World UCITS ETF DR - USD (D),MWOF (USD):XETRA,ETF,"0,18%",Distributing,USD
3518,LU2439733507,AMUNDI GLOBAL AGG SRI UCITS ETF DR - HEDGED EUR (C),AHYD:XETRA,ETF,"0,16%",Accumulating,EUR
3519,IE00023EZQ82,iShares Digital Entertainment and Education UCITS ETF USD (Acc),CBUN:XETRA,ETF,"0,40%",Accumulating,EUR
3520,LU2468423459,Xtrackers II ESG Eurozone Government Bond UCITS ETF,XZEB:XETRA,ETF,"0,15%",Accumulating,EUR
3521,IE0006GNB732,Xtrackers ESG EUR High Yield Corporate Bond UCITS ETF,XZHE:XETRA,ETF,"0,25%",Accumulating,EUR
3522,IE000JZ473P7,HSBC S&P 500 UCITS ETF - USD (Acc),H4ZN:XETRA,ETF,"0,09%",Accumulating,EUR
3523,IE000KCS7J59,HSBC MSCI Emerging Markets UCITS ETF - USD (Acc),H4Z3:XETRA,ETF,"0,15%",Accumulating,EUR
3524,IE000UQND7H4,HSBC MSCI World UCITS ETF - USD (Acc),H4ZY:XETRA,ETF,"0,15%",Accumulating,EUR
3525,IE000MWUQBJ0,HSBC Euro STOXX 50 UCITS ETF - EUR (Acc),H4ZZ:XETRA,ETF,"0,05%",Accumulating,EUR
3526,IE0006YM7D84,Xtrackers ESG USD High Yield Corporate Bond UCITS ETF,XZHY:XETRA,ETF,"0,15%",Accumulating,EUR
3527,DE000ETFL607,Deka Future Energy ESG UCITS ETF,D6RD:XETRA,ETF,"0,55%",Distributing,EUR
3528,IE00BYTH5263,SPDR MSCI Emerging Markets Climate Paris Aligned UCITS ETF,SPF7:XETRA,ETF,"0,23%",Accumulating,EUR
3529,LU2470620761,Amundi Global AGG SRI 1-5 UCITS ETF DR - USD,AHYF:XETRA,ETF,"0,14%",Accumulating,EUR
3530,LU2470620761,Amundi Global Agg SRI 1-5 UCITS ETF DR - USD (C),AHYG (USD):XETRA,ETF,"0,14%",Accumulating,USD
3531,IE000YDOORK7,Xtrackers MSCI Fintech Innovation UCITS ETF,XFNT:XETRA,ETF,"0,35%",Accumulating,EUR
3532,IE000KD0BZ68,Xtrackers MSCI Genomic Healthcare Innovation UCITS ETF,XGEN:XETRA,ETF,"0,35%",Accumulating,EUR
3533,IE0006FFX5U1,Xtrackers MSCI Innovation UCITS ETF,XNNV:XETRA,ETF,"0,35%",Accumulating,EUR
3534,IE000XOQ9TK4,Xtrackers MSCI Next Generation Internet Innovation UCITS ETF,XNGI:XETRA,ETF,"0,35%",Accumulating,EUR
3535,IE000BKMMHF9,UBS ETF (IE) MSCI Pacific (ex Japan) IMI Socially Responsible UCITS ETF (USD) A-acc,BCFB:XETRA,ETF,"0,38%",Accumulating,EUR
3536,IE00BKVKW020,First Trust Value Line Dividend Index UCITS ETF,FVD:XETRA,ETF,"0,70%",Accumulating,EUR
3537,IE000WARATZ3,HSBC Europe Sustainable Equity UCITS ETF - EUR (Dist),H4Z5:XETRA,ETF,"0,15%",Distributing,EUR
3538,IE0007P4PBU1,HSBC MSCI China UCITS ETF - USD (Acc),H4Z6:XETRA,ETF,"0,30%",Accumulating,EUR
3539,IE000G6GSP88,HSBC FTSE EPRA NAREIT Developed UCITS ETF - USD (Acc),H4Z7:XETRA,ETF,"0,24%",Accumulating,EUR
3540,IE000CR7DJI8,iShares S&P 500 ESG UCITS ETF EUR Hedged (Acc),CBUM:XETRA,ETF,"0,10%",Accumulating,EUR
3541,IE000IZO7033,iShares € Green Bond UCITS ETF EUR (Acc),CBUP:XETRA,ETF,"0,20%",Accumulating,EUR
3542,IE000JNKVS10,JPM BetaBuilders US Small Cap Equity UCITS ETF - USD (acc),JPSC:XETRA,ETF,"0,14%",Accumulating,EUR
3543,IE000QUOSE01,Vanguard ESG Developed Europe All Cap UCITS ETF (USD) Accumulating,V3DA:XETRA,ETF,"0,12%",Accumulating,EUR
3544,IE000NRGX9M3,Vanguard ESG Developed Europe All Cap UCITS ETF (USD) Distributing,V3DL:XETRA,ETF,"0,12%",Distributing,EUR
3545,IE000O58J820,Vanguard ESG North America All Cap UCITS ETF (USD) Accumulating,V3YA:XETRA,ETF,"0,12%",Accumulating,EUR
3546,IE000L2ZNB07,Vanguard ESG North America All Cap UCITS ETF (USD) Distributing,V3YL:XETRA,ETF,"0,12%",Distributing,EUR
3547,LU1847674733,Ossiam Bloomberg Eurozone PAB NR - UCITS ETF 1C (EUR),OP2E:XETRA,ETF,"0,17%",Accumulating,EUR
3548,LU1655103486,Ossiam Bloomberg Europe ex Eurozone PAB NR - UCITS ETF 1C (EUR),OP4E:XETRA,ETF,"0,17%",Accumulating,EUR
3549,LU1655103643,Ossiam Bloomberg Japan PAB NR - UCITS ETF 1C (EUR),OP5E:XETRA,ETF,"0,19%",Accumulating,EUR
3550,LU1655103726,Ossiam Bloomberg Japan PAB NR - UCITS ETF H1C (EUR HEDGED),OP5H:XETRA,ETF,"0,25%",Accumulating,EUR
3551,LU2491210618,Ossiam Bloomberg Asia Pacific ex Japan PAB NR - UCITS ETF 1C (EUR),OP6E:XETRA,ETF,"0,29%",Accumulating,EUR
3552,LU2491211004,Ossiam Barclays Quantic Global E NR - UCITS 1c (EUR),BQGE:XETRA,ETF,"0,70%",Accumulating,EUR
3553,IE000IIED424,Ossiam Bloomberg USA PAB NR UCITS ETF - 1A (EUR),OP7E:XETRA,ETF,"0,12%",Accumulating,EUR
3554,IE0006QX3Y11,Ossiam Bloomberg Canada PAB NR UCITS ETF - 1A (EUR),OP8E:XETRA,ETF,"0,29%",Accumulating,EUR
3555,LU0950669845,UBS ETF (LU) MSCI EMU Value UCITS ETF (EUR) A-acc,AW1T:XETRA,ETF,"0,25%",Accumulating,EUR
3556,IE0000ZVYDH0,Amundi MSCI ACWI SRI PAB UCITS ETF DR - USD (C),WELA:XETRA,ETF,"0,20%",Accumulating,EUR
3557,IE0000ZVYDH0,Amundi MSCI ACWI SRI PAB UCITS ETF DR - USD,WELB (USD):XETRA,ETF,"0,20%",Accumulating,USD
3558,IE0001JH5CB4,Xtrackers Europe Net Zero Pathway Paris Aligned UCITS ETF,XEPA:XETRA,ETF,"0,15%",Accumulating,EUR
3559,IE00074JLU02,Xtrackers Japan Net Zero Pathway Paris Aligned UCITS ETF,XNJP:XETRA,ETF,"0,15%",Accumulating,EUR
3560,IE0002ZM3JI1,Xtrackers USA Net Zero Pathway Paris Aligned UCITS ETF,XNUS:XETRA,ETF,"0,10%",Accumulating,EUR
3561,IE0002MXIF34,Fidelity Clean Energy UCITS ETF,FNRG:XETRA,ETF,"0,50%",Accumulating,EUR
3562,IE0009MG7KH8,Fidelity Electric Vehicles and Future Transportation UCITS ETF,FDRV:XETRA,ETF,"0,50%",Accumulating,EUR
3563,IE000M0ZXLY9,Fidelity Cloud Computing UCITS ETF,FCLD:XETRA,ETF,"0,50%",Accumulating,EUR
3564,IE000BPQIAA3,Fidelity Digital Health UCITS ETF,FDHT:XETRA,ETF,"0,50%",Accumulating,EUR
3565,IE000TLLSP66,Fidelity Metaverse UCITS ETF,FMTV:XETRA,ETF,"0,50%",Accumulating,EUR
3566,IE000QNJAOX1,L&G Optical Technology & Photonics ESG Exclusions UCITS ETF USD Acc,LADR:XETRA,ETF,"0,49%",Accumulating,EUR
3567,IE0004U3TX15,L&G Metaverse ESG Exclusions UCITS ETF USD Acc,MTVR:XETRA,ETF,"0,39%",Accumulating,EUR
3568,IE000VTOHNZ0,L&G Global Thematic ESG Exclusions UCITS ETF USD Acc,THNZ:XETRA,ETF,"0,60%",Accumulating,EUR
3569,IE000ST40PX8,L&G Emerging Cyber Security ESG Exclusions UCITS ETF USD Acc,ES6Y:XETRA,ETF,"0,49%",Accumulating,EUR
3570,IE000IM4K4K2,Franklin Metaverse UCITS ETF,FLRA:XETRA,ETF,"0,30%",Accumulating,EUR
3571,IE000B9PQW54,VanEck Genomics and Healthcare Innovators UCITS ETF,CURE:XETRA,ETF,"0,35%",Accumulating,EUR
3572,IE0002UTLE51,HSBC World ESG Biodiversity Screened Equity UCITS ETF,H41A:XETRA,ETF,"0,35%",Accumulating,EUR
3573,IE000FP52WM7,Global X Disruptive Materials UCITS ETF,D6AT:XETRA,ETF,"0,50%",Accumulating,EUR
3574,IE0008RX29L5,Invesco Wind Energy UCITS ETF Acc,WDEY:XETRA,ETF,"0,60%",Accumulating,EUR
3575,IE00053WDH64,Invesco Hydrogen Economy UCITS ETF Acc,HYDE:XETRA,ETF,"0,60%",Accumulating,EUR
3576,IE000QVYFUT7,Xtrackers India Government Bond UCITS ETF,XIGB:XETRA,ETF,"0,38%",Accumulating,EUR
3577,LU2490201840,Amundi MSCI Japan ESG Climate Net Zero Ambition CTB UCITS ETF – Hedged EUR,AHYZ:XETRA,ETF,"0,20%",Accumulating,EUR
3578,IE000940RNE6,WisdomTree Blockchain UCITS ETF - USD Acc,WBKN:XETRA,ETF,"0,45%",Accumulating,EUR
3579,IE000R9FA4A0,iShares S&P 500 ESG UCITS ETF USD (Acc),ZA30:XETRA,ETF,"0,70%",Accumulating,EUR
3580,IE000TB3YTV4,WisdomTree Global Automotive UCITS ETF - USD Acc,WTGA:XETRA,ETF,"0,45%",Accumulating,EUR
3581,LU2446381555,BNP Paribas Easy ESG Eurozone Biodiversity Leaders PAB UCITS ETF,ASRV:XETRA,ETF,"0,35%",Accumulating,EUR
3582,LU2446380235,BNP Paribas Easy MSCI World ESG Filtered Min TE UCITS ETF,ASRW:XETRA,ETF,"0,15%",Accumulating,USD
3583,IE000BI0GCN3,iShares Core UK Gilts UCITS ETF EUR Hedged (Dist),CBUS:XETRA,ETF,"0,09%",Distributing,EUR
3584,IE000EFHIFG3,Amundi S&P Global Communication Services ESG UCITS ETF DR – EUR (A),WELX:XETRA,ETF,"0,18%",Accumulating,EUR
3585,IE000EFHIFG3,Amundi S&P Global Communication Services ESG UCITS ETF DR - EUR (A),MWOX (USD):XETRA,ETF,"0,18%",Accumulating,USD
3586,IE000ANYHV73,Amundi S&P Global Communication Services ESG UCITS ETF DR – EUR (D),WELR:XETRA,ETF,"0,18%",Distributing,EUR
3587,IE000ANYHV73,Amundi S&P Global Communication Services ESG UCITS ETF DR - EUR (D),MWOY (USD):XETRA,ETF,"0,18%",Distributing,USD
3588,IE000NM0ALX6,Amundi S&P Global Consumer Discretionary ESG UCITS ETF DR – EUR (A),WELJ:XETRA,ETF,"0,18%",Accumulating,EUR
3589,IE000NM0ALX6,Amundi S&P Global Consumer Discretionary ESG UCITS ETF DR - EUR (A),WEL1 (USD):XETRA,ETF,"0,18%",Accumulating,USD
3590,IE00061J0RC6,Amundi S&P Global Consumer Discretionary ESG UCITS ETF DR – EUR (D),WELC:XETRA,ETF,"0,18%",Distributing,EUR
3591,IE00061J0RC6,Amundi S&P Global Consumer Discretionary ESG UCITS ETF DR - EUR (D),WEL2 (USD):XETRA,ETF,"0,18%",Distributing,USD
3592,IE000ZIJ5B20,Amundi S&P Global Consumer Staples ESG UCITS ETF DR – EUR (A),WELW:XETRA,ETF,"0,18%",Accumulating,EUR
3593,IE000ZIJ5B20,Amundi S&P Global Consumer Staples ESG UCITS ETF DR - EUR (A),WEL3 (USD):XETRA,ETF,"0,18%",Accumulating,USD
3594,IE0005NYD352,Amundi S&P Global Consumer Staples ESG UCITS ETF DR – EUR (D),WELM:XETRA,ETF,"0,18%",Distributing,EUR
3595,IE0005NYD352,Amundi S&P Global Consumer Staples ESG UCITS ETF DR - EUR (D),WEL4 (USD):XETRA,ETF,"0,18%",Distributing,USD
3596,IE000J0LN0R5,Amundi S&P Global Energy Carbon Reduced Ucits Etf Dr – EUR (A),WELN:XETRA,ETF,"0,18%",Accumulating,EUR
3597,IE000J0LN0R5,Amundi S&P Global Energy Carbon Reduced UCITS ETF DR - EUR (A),WEL5 (USD):XETRA,ETF,"0,18%",Accumulating,USD
3598,IE0009SJ3GE3,Amundi S&P Global Energy Carbon Reduced Ucits Etf Dr – EUR (D),WELP:XETRA,ETF,"0,18%",Distributing,EUR
3599,IE0009SJ3GE3,Amundi S&P Global Energy Carbon Reduced UCITS ETF DR - EUR (D),WEL6 (USD):XETRA,ETF,"0,18%",Distributing,USD
3600,IE000KYX7IP4,Amundi S&P Global Financials ESG UCITS ETF DR – EUR (A),WELK:XETRA,ETF,"0,18%",Accumulating,EUR
3601,IE000KYX7IP4,Amundi S&P Global Financials ESG UCITS ETF DR - EUR (A),WEL7 (USD):XETRA,ETF,"0,18%",Accumulating,USD
3602,IE000ENYES77,Amundi S&P Global Financials ESG UCITS ETF DR – EUR (D),WELY:XETRA,ETF,"0,18%",Distributing,EUR
3603,IE000ENYES77,Amundi S&P Global Financials ESG UCITS ETF DR - EUR (D),WEL8 (USD):XETRA,ETF,"0,18%",Distributing,USD
3604,IE0006FM6MI8,Amundi S&P Global Health Care ESG UCITS ETF DR – EUR (A),WELS:XETRA,ETF,"0,18%",Accumulating,EUR
3605,IE0006FM6MI8,Amundi S&P Global Health Care ESG UCITS ETF DR - EUR (A),WEL9 (USD):XETRA,ETF,"0,18%",Accumulating,USD
3606,IE000JKS50V3,Amundi S&P Global Health Care ESG UCITS ETF DR – EUR (D),WELG:XETRA,ETF,"0,18%",Distributing,EUR
3607,IE000JKS50V3,Amundi S&P Global Health Care ESG UCITS ETF DR - EUR (D),WELZ (USD):XETRA,ETF,"0,18%",Distributing,USD
3608,IE000LTA2082,Amundi S&P Global Industrials ESG UCITS ETF DR – EUR (A),WELH:XETRA,ETF,"0,18%",Accumulating,EUR
3609,IE000LTA2082,Amundi S&P Global Industrials ESG UCITS ETF DR - EUR (A),WEL0 (USD):XETRA,ETF,"0,18%",Accumulating,USD
3610,IE00026BEVM6,Amundi S&P Global Industrials ESG UCITS ETF DR – EUR (D),WELT:XETRA,ETF,"0,18%",Distributing,EUR
3611,IE00026BEVM6,Amundi S&P Global Industrials ESG UCITS ETF DR - EUR (D),MWOA (USD):XETRA,ETF,"0,18%",Distributing,USD
3612,IE000E7EI9P0,Amundi S&P Global Information Technology ESG UCITS ETF DR – EUR (A),WELU:XETRA,ETF,"0,18%",Accumulating,EUR
3613,IE000E7EI9P0,Amundi S&P Global Information Technology ESG UCITS ETF DR - EUR (A),MWOB (USD):XETRA,ETF,"0,18%",Accumulating,USD
3614,IE000GEHNQU9,Amundi S&P Global Information Technology ESG UCITS ETF DR – EUR (D),WELL:XETRA,ETF,"0,18%",Distributing,EUR
3615,IE000GEHNQU9,Amundi S&P Global Information Technology ESG UCITS ETF DR - EUR (D),MWOC (USD):XETRA,ETF,"0,18%",Distributing,USD
3616,IE000FCGBU62,Amundi S&P Global Materials ESG UCITS ETF DR – EUR (A),WELI:XETRA,ETF,"0,18%",Accumulating,EUR
3617,IE000FCGBU62,Amundi S&P Global Materials ESG UCITS ETF DR - EUR (A),MWOD (USD):XETRA,ETF,"0,18%",Accumulating,USD
3618,IE000WP7CVZ7,Amundi S&P Global Materials ESG UCITS ETF DR – EUR (D),WELV:XETRA,ETF,"0,18%",Distributing,EUR
3619,IE000WP7CVZ7,Amundi S&P Global Materials ESG UCITS ETF DR - EUR (D),MWOG (USD):XETRA,ETF,"0,18%",Distributing,USD
3620,IE000PMX0MW6,Amundi S&P Global Utilities ESG UCITS ETF DR – EUR (A),WELD:XETRA,ETF,"0,18%",Accumulating,EUR
3621,IE000PMX0MW6,Amundi S&P Global Utilities ESG UCITS ETF DR - EUR (A),MWOH (USD):XETRA,ETF,"0,18%",Accumulating,USD
3622,IE00052T92P8,Amundi S&P Global Utilities ESG UCITS ETF DR – EUR (D),WELQ:XETRA,ETF,"0,18%",Distributing,EUR
3623,IE00052T92P8,Amundi S&P Global Utilities ESG UCITS ETF DR - EUR (D),MWOI (USD):XETRA,ETF,"0,18%",Distributing,USD
3624,LU2470620845,Amundi Global AGG SRI 1-5 UCITS ETF DR - hedged EUR (A),AHYH:XETRA,ETF,"0,16%",Accumulating,EUR
3625,IE000KPJJWM6,Vanguard ESG Emerging Markets All Cap UCITS ETF,V3MA:XETRA,ETF,"0,24%",Accumulating,EUR
3626,IE0001VXZTV7,Vanguard ESG Emerging Markets All Cap UCITS ETF,V3ML:XETRA,ETF,"0,24%",Distributing,EUR
3627,IE000GOJO2A3,Vanguard ESG Developed Asia Pacific All Cap UCITS ETF,V3PA:XETRA,ETF,"0,17%",Accumulating,EUR
3628,IE0008T6IUX0,Vanguard ESG Developed Asia Pacific All Cap UCITS ETF,V3PL:XETRA,ETF,"0,17%",Distributing,EUR
3629,LU2439874319,Frankfurter UCITS ETF - Modern Value,C9DF:XETRA,ETF,"0,52%",Distributing,EUR
3630,IE000HPBRE54,Goldman Sachs Paris-Aligned Climate World Equity UCITS ETF – Class USD (Acc),GACL:XETRA,ETF,"0,30%",Accumulating,EUR
3631,IE00BKWD3743,Invesco US Treasury Bond 10+ Year UCITS ETF Dist,TRDL:XETRA,ETF,"0,06%",Distributing,EUR
3632,IE000FXHG8D6,Invesco US Treasury Bond 10+ Year UCITS ETF EUR Hdg Dist,T1OD:XETRA,ETF,"0,10%",Distributing,EUR
3633,LU2504532131,Xtrackers II TIPS US Inflation-Linked Bond UCITS ETF,XTIP:XETRA,ETF,"0,07%",Accumulating,EUR
3634,LU2504532487,Xtrackers II Eurozone Government Green Bond UCITS ETF,XGEZ:XETRA,ETF,"0,18%",Distributing,EUR
3635,LU2504537445,Xtrackers II Eurozone Government Bond ESG Tilted UCITS ETF,XEZB:XETRA,ETF,"0,12%",Distributing,EUR
3636,IE000RDRMSD1,iShares Blockchain Technology UCITS ETF (Acc),CBUT:XETRA,ETF,"0,50%",Accumulating,EUR
3637,IE000LYBU7X5,HSBC MSCI World Value ESG UCITS ETF USD (Acc),H41D:XETRA,ETF,"0,25%",Accumulating,EUR
3638,IE000C692SN6,HSBC MSCI World Small Cap ESG UCITS ETF USD (Acc),H41G:XETRA,ETF,"0,25%",Accumulating,EUR
3639,IE000Z9UVQ99,L&G Asia Pacific ex Japan ESG Exclusions Paris Aligned UCITS ETF USD Acc,BATF:XETRA,ETF,"0,16%",Accumulating,EUR
3640,IE000HLUHPT1,L&G Japan ESG Exclusions Paris Aligned UCITS ETF USD Acc,BATG:XETRA,ETF,"0,16%",Accumulating,EUR
3641,IE0001J5A2T9,VanEck Circular Economy UCITS ETF,REUS:XETRA,ETF,"0,40%",Accumulating,EUR
3642,IE00BD6GCF16,First Trust US Equity Income UCITS ETF,FTGI:XETRA,ETF,"0,55%",Accumulating,EUR
3643,LU1910940268,Lyxor Core Global Inflation-Linked 1-10Y Bond (DR) UCITS ETF - Monthly Hedged to EUR - Dist,B8TQ:XETRA,ETF,"0,20%",Distributing,EUR
3644,IE000W080FK3,HSBC MSCI Emerging Markets Small Cap ESG UCITS ETF USD Acc,H41F:XETRA,ETF,"0,35%",Accumulating,EUR
3645,IE000VML2GZ3,Amundi MSCI USA ESG Leaders Extra UCITS ETF DR - USD (A),MWOJ:XETRA,ETF,"0,10%",Accumulating,EUR
3646,IE000VML2GZ3,Amundi MSCI USA ESG Leaders Extra UCITS ETF DR - USD,MWOK (USD):XETRA,ETF,"0,10%",Accumulating,USD
3647,IE000QADMYA3,Vanguard ESG EUR Corporate Bond UCITS ETF (EUR) Accumulating,V3RE:XETRA,ETF,"0,11%",Accumulating,EUR
3648,IE000F37PGZ3,Vanguard ESG EUR Corporate Bond UCITS ETF (EUR) Distributing,V3RF:XETRA,ETF,"0,11%",Accumulating,EUR
3649,IE000JQV8511,Vanguard ESG USD Corporate Bond UCITS ETF (USD) Accumulating,V3CU:XETRA,ETF,"0,11%",Accumulating,EUR
3650,IE000RO1O3N4,Vanguard ESG USD Corporate Bond UCITS ETF (USD) Distributing,V3CD:XETRA,ETF,"0,11%",Distributing,EUR
3651,IE000EKJRSZ3,Vanguard ESG USD Corporate Bond UCITS ETF EUR Hedged Accumulating,V3CE:XETRA,ETF,"0,16%",Accumulating,EUR
3652,LU1646360039,Amundi Index MSCI Japan SRI PAB - UCITS ETF DR - HEDGED CHF (C),8R80:XETRA,ETF,"0,20%",Accumulating,CHF
3653,IE000QDFFK00,AXA IM Nasdaq 100 UCITS ETF USD Acc,ANAU:XETRA,ETF,"0,14%",Accumulating,USD
3654,IE00BM8R0J59,Global X Nasdaq 100 Covered Call UCITS ETF,QYLE:XETRA,ETF,"0,45%",Distributing,EUR
3655,LU2446383338,BNP Paribas Easy € Corp Bond SRI PAB 3-5Y UCITS ETF,ASRX:XETRA,ETF,"0,20%",Accumulating,EUR
3656,IE000Y9MG996,Amundi US Tech 100 Equal Weight UCITS ETF DR - USD (D),WEBA:XETRA,ETF,"0,07%",Distributing,EUR
3657,IE000Y9MG996,Amundi US Tech 100 Equal Weight UCITS ETF DR - USD,WEBB (USD):XETRA,ETF,"0,07%",Distributing,USD
3658,IE000TZT8TI0,Xtrackers Emerging Markets Net Zero Pathway Paris Aligned UCITS ETF,XEMN:XETRA,ETF,"0,20%",Accumulating,EUR
3659,IE0005TF96I9,VanEck Bionic Engineering UCITS ETF,CIB0:XETRA,ETF,"0,55%",Accumulating,EUR
3660,LU2446383171,BNP Paribas Easy MSCI World ESG Filtered Min TE UCITS ETF,ASRY:XETRA,ETF,"0,15%",Accumulating,EUR
3661,IE00013A2XD6,iShares MSCI ACWI SRI UCITS ETF USD (Dist),CBUQ:XETRA,ETF,"0,20%",Distributing,EUR
3662,IE000NVVIF88,HSBC MSCI Emerging Markets Value ESG UCITS ETF USD Acc,H41E:XETRA,ETF,"0,35%",Accumulating,EUR
3663,IE0007ULOZS8,Xtrackers S&P 500 ESG UCITS ETF,XZSP:XETRA,ETF,"0,08%",Accumulating,EUR
3664,IE0004MFRED4,Xtrackers S&P 500 Equal Weight ESG UCITS ETF,XZEW:XETRA,ETF,"0,17%",Accumulating,EUR
3665,IE000G3A6RN7,JPM Carbon Transition China Equity (CTB) UCITS ETF - USD (acc),JCCT:XETRA,ETF,"0,35%",Accumulating,EUR
3666,LU2439735890,Amundi China CNY Bonds - UCITS ETF DR,CNYE:XETRA,ETF,"0,20%",Accumulating,EUR
3667,LU2439735890,Amundi China CNY Bonds - UCITS ETF DR,CNYF (USD):XETRA,ETF,"0,20%",Accumulating,USD
3668,IE000QMIHY81,HSBC MSCI World UCITS ETF EUR Hedged (Acc),H41H:XETRA,ETF,"0,18%",Accumulating,EUR
3669,LU0969639128,UBS ETF (LU) Bloomberg EUR Treasury 1-10 UCITS ETF (EUR) A-dis,UEF4:XETRA,ETF,"0,17%",Distributing,EUR
3670,IE00BD4TXS21,UBS ETF (IE) MSCI USA UCITS ETF (USD) A-acc,4UBB:XETRA,ETF,"0,14%",Accumulating,EUR
